Madeleine Peyroux	Female	Person	US	jazz,female vocalists,blues,vocal jazz,singer-songwriter,jazz vocal,french,female,Madeleine Peyroux,female vocalist,Smooth Jazz,seen live,american,chillout,vocal,modern jazz,Female jazz vocalists,USA,female jazz,female vocal jazz,jazz vocals,easy listening,Mellow,cool,Female Voices,acoustic,female artists
アーバンギャルド		Group	JP	j-pop,electronic,japanese,post-pop,chiptune,pop,female vocalists,trauma techno pop,tokyo virginity pop,Avant-Pop,electronica,electropop,eroguro,virginity pop,8-bit,synthpop,keyboard,male vocalists,picopop,shibuya-kei,Japanese pop,denpa,picopico,experimental,electro,tenor,noise pop,JPop,Like,Asian,japan,percussion,female vocalist,bitpop,post pop,electro-pop,lute,awesomeness,All,soprano,whoa,kawaii,computer generated,happy dance,asian music,j-electronic,acts to check out asap,Asian Pop,Have to check,electromental,no more sex,wisper,chaos girl,picipico,No More Love,hop pop,nakano kei,vocal,rock,punk,alternative,piano,synth pop,unclassifiable,guitar,feel good,psych,00's,J-rock,technopop,under 2000 listeners,synth-pop,female fronted,terrifying,eroguro kei,angura kei,shibuya kei,J-music,synth punk,pops,Unimaginable Brilliance,ref,chaos boy,japanese stuff check out,8bit circus,8bit hell,8bit happy funtime,bestcore,j-post-pop,post-j-pop,WTF JAPAN,shunibyo
Tommy heavenly6	Female	Person	JP	J-rock,japanese,j-pop,female vocalists,rock,JPop,jrock,pop,anime,female vocalist,Japanese music,Tommy Heavenly6,pop rock,alternative,Tomoko Kawase,japan,singer-songwriter,Asian,J-music,punk,female,soul eater,Soundtrack,electronic,00s,tommy,Gothic,punk rock,pop punk,japanese rock,female vocals,Gintama,Tommy february6,metal,alternative rock,indie rock,Awesome,female vocal,anime soundtrack,hard rock,guilty pleasure,Pop-Rock,Female Voices,kyoto,Japanese Artists,Jmusic
Guns N' Roses		Group	US	hard rock,rock,classic rock,80s,metal,heavy metal,seen live,Guns N Roses,american,hair metal,90s,glam rock,alternative,Glam Metal,Guns N' Roses,Slash,rock n roll,USA,sleaze rock,alternative rock,guitar,Axl Rose,male vocalists,punk,blues rock
きのこ帝国		Group	JP	shoegaze,post-rock,japanese,indie,indie rock,rock,female vocalists,dream pop,J-rock,alternative rock,alternative,Indie-Rock,female vocalist,j-pop,Japanese Shoegaze,seen live,indie pop,pop rock,Japanese Indie,pop,math rock,emo,experimental,noise rock,Experimental Rock,Fusion,psychedelic pop,Experimental pop,psychedelic,noise pop,art rock,space rock,Asian,japan,intense,post rock,Psychedelic Rock,female vocals,Favorite,Pop-Rock,check later,10s,Neo-Psychedelia,female fronted,jrock,Tears,tokyo,electronic rock,J-Indie,pedals,art pop,ethereal wave,asian music,asian rock,Under 10000 Listeners,Asian Pop,chink,potc,WEEB,melodic shoegaze,uk project,more hype,Kinoko Teikoku,soegaze,Indie 
Blossom Dearie	Female	Person	US	jazz,female vocalists,jazz vocal,vocal jazz,piano,vocal,oldies,jazz vocals,female vocalist,american,blossom dearie,50s,swing,bebop,60s,female,jazz piano,new york,coffee and cigarettes,sweet,jazz vocalists,USA,Smooth Jazz,jazz vocalist,Traditional Pop,lounge,female vocals,female jazz vocalist,pop,classic,70s,singer-songwriter,easy listening,Standards,Female Voices,piano jazz,Female jazz vocalists,classic jazz,All,les chanteuses
Relient K		Group	US	rock,pop punk,christian rock,christian,punk,seen live,alternative,emo,punk rock,alternative rock,indie,Relient K,pop,Pop-punk,pop rock,american,Christian punk,indie rock,favorites,Awesome,Ohio,piano rock,punk pop,acoustic,screamo,Favorite,amazing,metal,christmas,hardcore,power pop,Love,ska,powerpop,contemporary christian,not emo,Christian Pop Punk,male vocalists,hard rock,USA,Favorite Artists,00s,want to see live
Plastic Tree		Group	JP	J-rock,japanese,visual kei,jrock,rock,seen live,alternative rock,alternative,plastic tree,angura kei,japanese rock,shoegaze,indie,j-pop,Japanese music,melancholic,male vocalists,Grunge,japan,pop rock,indie rock,Love,new wave,JPop,Mellow,j rock,J-music,electronic,pop,hard rock,Progressive rock,Asian,J-Indie,Pop-Rock,angura-kei,metal,soft rock,dream pop,Favorite,visual,Visual Rock,The most important bands in my life,Visual-kei,maailman paras,Pura
peuyeumus				
Bat for Lashes	Female	Person	GB	female vocalists,indie,alternative,singer-songwriter,folk,seen live,british,experimental,indie pop,dream pop,electronic,freak folk,pop,folktronica,ethereal,female vocalist,art pop,indie rock,indie folk,bat for lashes,chillout,english,beautiful,melancholic,alternative rock,synthpop,baroque pop,UK,00s,female,atmospheric,rock,Dreamy,Lo-Fi,Mellow,electronica,ambient,downtempo,Avant-Garde,dark,female vocals,want to see live,piano,alternative pop,chamber pop,magic,england,brighton,gilbert,mystical,melancholy
Jesca Hoop	Female	Person	US	female vocalists,folk,singer-songwriter,indie,seen live,Mellow,american,pop,indie folk,female vocalist,alternative,experimental,folk rock,female,jazz,USA,California,blues,beautiful,weird,female artists,kgrl,All,country,indie pop,Avant-Garde,New Weird America,female vocals,dark-melodic,like going swimming in a lake at night,chillout,electronic,vocal,dance,girls,00s,singer-songwriters,lovely,sweet,amazing radio,Girl,LA,america,Santa Rosa,hotel cafe,Female folk
Hot Hot Heat		Group		indie,indie rock,seen live,alternative,rock,Canadian,indie pop,alternative rock,hot hot heat,punk,emo,pop,canada,dance,new wave,00s,electronic,punk rock,post-punk,favorites,britpop,fun,electronica,Love,power pop,Garage Rock,Post-punk revival,classic rock,screamo,dance punk,metal,Hip-Hop,hardcore,male vocalists,80s,Progressive rock,dance rock,victoria,experimental,pop rock
Len		Group	CA	pop,Canadian,90s,alternative,rock,Hip-Hop,alternative rock,female vocalists,summer,canada,Len,electronic,indie,pop rock,dance,trip-hop,hip hop,90's,Club Music,one hit wonder,seen live,emo,power pop,happy,groove,fun,trance,classic rock,metal,electronica,female,british,punk,folk,sexy,indie pop,indie rock,hard rock,downtempo,singer-songwriter,favorites,cute,industrial,acoustic,britpop,funk,ska,beautiful,Awesome,Retro,american,seenlive,funky,Mellow,party,pretty,punk rock,pop punk,synthpop,christian rock,nice,woman singer,female vocals,Broken social scene,eclectic,college,High School,00s,alternative pop,Gothic Rock,hot,texas,alternative dance,Beach,alt rock,toronto,Nu Metal,english,sunny,Power metal,baby,weekend,beyonce,colobocuro,Summery,songwriters,1990s,Girl,ugh,One Hit Wonders,guitarist,family,siblings,everything,socks,katy perry,fort worth,taylor swift,90s Rock,potential
Avril Lavigne	Female	Person	CA	pop,pop rock,rock,female vocalists,Canadian,punk,pop punk,alternative,avril lavigne,seen live,punk rock,female,alternative rock,singer-songwriter,female vocalist,Pop-Rock,Avril,00s,emo,canada,teen pop,Pop-punk,indie,acoustic,Officially Shit,dance,sexy,guilty pleasure,shit,favorites,Brutal Death Metal,acoustic pop,Mellow,Crap,Sandy Leah,female artists,power pop,cute,Love,female vocals,english,black metal,folk,catchy,nsbm,female vocal,melancholy,sandy e junior,soft rock,hot,Guilty Pleasures,electronic,diva,post-grunge,punk pop,RAC,poprock,Acoustic Rock,Orthodox Black Metal,national socialist black metal,Rock Against Communism,noise,Awesome,depressive black metal,hatecore,true metal,Post-Black Metal,blackgaze,Blackwave
Inshow ha				
코요태		Group	KR	Korean,Kpop,k-pop,koyote,valkyriex powerr,valkyreiex power,unforgettable songs from when i was a teenager,haruka,harukaex,harukaex s2i,valkyriex power,HarukaEX S2,cronowish power,valkyriex loves,valkyeriex loves,Scryed Edward Tracks Power,suavesfabio power,valkyriex love,harukaexS2,valkyeriex power,techno,k-music,Ballad,korean artists,poppish
ムック	Male	Character	JP	J-rock,japanese,visual kei,rock,jrock,seen live,angura kei,MUCC,metal,japanese rock,alternative,alternative rock,hard rock,eroguro,alternative metal,Japanese music,japan,J-Metal,Nu Metal,eroguro kei,Asian,male vocalists,indie,punk,j-pop,mukku,indie rock,heavy metal,hardcore,Grunge,industrial,Awesome,pop,electronic,experimental,Nu-metal,angura-kei
岡村靖幸	Male	Person	JP	japanese,funk,j-pop,pop,rock,soul,alternative,singer-songwriter,JPop,90s,japan,male vocalists,Japanese music,J-funk,Disco,80s,r and b,Okamura Yasuyuki,prince,00s,J-rock,def jam,soul and funkrock,Japanese funk 80s,seen live,indie,sexy,sad,happy,cute,funky,Asian,rnb,The Killers,drugs,check out,shibuya-kei,crazy shit,My Favourites,naive,anison,junkie,Likes,asian music,male solo,Asian Pop,japanese funk,more love,Have to check,kobe,Okamura-chan,tutor,sencitive
Harukatomiyuki				
Evanescence		Group	US	rock,Gothic Rock,female vocalists,Gothic,alternative,alternative rock,Gothic Metal,metal,Evanescence,seen live,Female fronted metal,american,alternative metal,Nu Metal,female vocalist,symphonic metal,hard rock,pop,goth,emo,USA,female,melodic metal,pop rock,dark,amy lee,00s,female vocals,goth metal,goth rock,Nu-metal,piano,heavy metal,favorites,female fronted,not gothic,singer-songwriter,dark rock,Symphonic Rock,female vocal,female fronted rock
Northlane		Group	AU	metalcore,Progressive Metalcore,australian,melodic metalcore,Progressive,DJENT,seen live,Progressive metal,metal,hardcore,deathcore,australia,post-hardcore,melodic hardcore,math metal,Progressive deathcore,ambient,australian metalcore,mathcore,Technical Metalcore,atmospheric
The Pillows		Group	JP	J-rock,japanese,rock,anime,jrock,alternative,j-pop,indie,alternative rock,flcl,japanese rock,Soundtrack,The Pillows,indie rock,JPop,japan,seen live,Japanese music,pop,Pillows,power pop,punk,ost,90s,punk rock,Furi Kuri,Fooly Cooly,Awesome,pop rock,metal,Asian,anime ost,electronic,male vocalists,visual kei,J-Indie,J-music,male vocalist,Anime music
シシド・カフカ	Female	Person	JP	japanese,j-pop,female vocalists,J-rock,JPop,seen live,Drum,Asian,mexican,asian music,Asian Pop,pop,rock,drums,Favorite Artists,Pop-Rock,drummer,favourite voices
Kra		Group	JP	J-rock,visual kei,japanese,oshare kei,jrock,PS Company,rock,japanese rock,seen live,kra,indie,japan,male vocalists,Asian,Japanese music,oshare,PSC,j-pop,Love,Gothic Metal,00s,Crap,Pop-Rock,visual,j rock,Jmusic,visual indies,japanase music,male,alternative,pop rock,cute,atmospheric,k-pop,Jazz Rock,anime,eurobeat,electronic rock,pretty cool,the best band,mai,keiyu,maiccho,yasuno,yuura,LOVE ASIA
No Doubt		Group	US	rock,pop,ska,alternative,female vocalists,alternative rock,90s,seen live,punk,pop rock,american,No Doubt,ska punk,female vocalist,punk rock,indie,Pop-Rock,gwen stefani,female,California,new wave,dance,pop punk,reggae,USA,electronic,indie rock,80s,favorites,00s,ska-punk,female vocals,ska pop,emo,classic rock,electronica,funk,post-grunge
TETSU69	Male	Person	JP	J-rock,japanese,jrock,tetsu69,rock,j-pop,visual kei,JPop,Japanese music,tetsu,japanese rock,male vocalists,anime,J-music,l'arc~en~ciel,Larc en Ciel,seen live,favorites,Love,male vocalist,Favourites,favourite artists,Japanese pop,valkyriex powerr,valkyreiex power,unforgettable songs from when i was a teenager,My favs: J-Rock,haruka,harukaex,harukaex s2i,valkyriex power,love Jmusic,HarukaEX S2,cronowish power,valkyriex loves,valkyeriex loves,Scryed Edward Tracks Power,suavesfabio power,valkyriex love,harukaexS2,valkyeriex power,indie,pop,punk,industrial,Asian,japan,Korean,game,Crap,video game music,best,want to see live,2006,sweet,male vocals,Kpop,asia,favs,honey,Chemistry,Osaka,All,Hyde,Gackt,from: japan,Hell Yeah,japanese hip-hop,BUMP OF CHICKEN,j rock,Dir en grey,awesome music,kansai,Solo Project,Visual-kei,slow j-pop,Zigzo,bz,Moi,Asian Pop,TIGHTROPE,j pop,at work,Mr Children,diru,Nakashima Mika,Acid Android,Sons of all Pussys,Gospellers,Skoop on Somebody,LArc,Malice,DavidSylvian,Japani,fobby type music,JRock101,The Best Music,japenese rock,japenese pop,Tetsu69 - Japan
The Dudes		Group	CA	seen live,rock,indie,Canadian,alternative,indie rock,canada,Lo-Fi,bc,British Columbia,All,canadians,pisstake,r3-30,cbc radio 3,The Dudes,Need to Rate,sled island 08
Drake		Group	PL	Hip-Hop,rap,rnb,hip hop,Canadian,Drake,seen live,r&b,pop,young money,male vocalists,indie,canada,toronto,drizzy,pop rap,Lil Wayne,soul,sexy,hiphop,alternative rap,Degrassi,Kanye West,alternative hip-hop,Hip Hop/Rap,urban,lyrical,swag,contemporary rnb,trey songz,alternative rnb,chill,00s,10s,YMCMB
LOVE PSYCHEDELICO		Group	JP	japanese,j-pop,J-rock,female vocalists,rock,pop,JPop,alternative,jrock,love psychedelico,Japanese music,japan,indie,indie rock,female,seen live,acoustic,band,female vocalist,folkrock,Japanese pop,J-Indie,country,alternative rock,folk,Awesome,Retro,girls,female vocals,anime,Favourites,visual kei,favourite artists,girl vocals,asia,group,All,heart rock,Japanese bands,Love Psychedelico - Japan,emo,psychedelic,mexico,japanese rock,folk rock,Psychedelic Rock,duo,rock mexicano,Pop-Rock,Girl Rock,Female Voices,addicting,female fronted,flow,played in Last fm Player,jog,from: japan,Groups,guitarrock,J-music,Beat Crusaders,asian rock,oma,jappie,love and peace,Most Beautiful Voices,female jrockers,Most,multi-lingual,boom or bust,japs finest,Rootsrock,The Japans,20051022,oma3,find out more about this deal,Husking Bee,j-pop j-popper,j-popper,favorite astist,favorite artist jpop,rock rock rokudenashi,Yotta japan,Yotta radio,japanese awesomeness,Japan rocks,funky jrock,japarock
All Left Out		Group	NZ	pop punk,seen live,New Zealand,met,rock,punk rock,christian,punk,alternative,Kiwi,saw live,emo-core,nzpunk,free water
上田竜也		Person		j-pop,Johnnys entertainment,KAT-TUN,japanese,JPop,johnnys,pop,Japanese music,ueda tatsuya,Ueda,male vocalists,<3,JE,feeling in love,male,solo,underrated,J-rock,All,idol,johnny's,tasty boys,Jpop and Johnnys,TEH GHEI,Tatsuya Ueda,now in my head,musicians with extremely sexy voices,feeling hopeless,kyaa,beautiful lips,Pretty man
B'z				
A crow is white				
LIX.				visual kei,J-rock,japanese,rock,J-Indie,male vocalists,jrock,lix,indie,starwave records,metal,2009,male vocalist,00s,00's,All,asian rock,00s rock,darkest labyrinth,mas de un vocalista,disbanded in 2010,J-Rock MP3 on Amazon,j-rock on spotify
Noita				
Sarah Brightman	Female	Person	GB	female vocalists,opera,Classical,new age,pop,sarah brightman,classical crossover,british,chillout,vocal,female vocalist,ethereal,soprano,female,ambient,musical,beautiful,operatic pop,celtic,neoclassical,seen live,diva,crossover,classic,female vocal,easy listening,contemporary classical,rock,pop opera,english,Female Voices,Gothic,symphonic metal,romantic,female vocals,Broadway,folk,england,electronic,00s,Angelic Voices,musicals,sarah,Soundtrack,alternative,singer-songwriter,Dreamy,90s,relax,instrumental,Love,female artists,Symphonic Rock,beautiful voice
HIZAKI grace project		Group	JP	visual kei,symphonic metal,J-rock,japanese,Power metal,metal,HIZAKI,speed metal,symphonic speed metal,jrock,symphonic power metal,neo-classical metal,neoclassical metal,japanese metal,J-Metal,sherow artist society,HIZAKI grace project,Melodic Power Metal,rock,melodic metal,Indies,male vocalists,symphonic,neo-classical,Megadeth,Juka,indie,Gothic,Favorite Artists,japanese rock,guitar virtuoso,epic metal,valkyriex powerr,valkyreiex power,teru,unforgettable songs from when i was a teenager,azns,haruka,harukaex,harukaex s2i,valkyriex power,HarukaEX S2,cronowish power,valkyriex loves,valkyeriex loves,Scryed Edward Tracks Power,suavesfabio power,valkyriex love,harukaexS2,valkyeriex power,haohmaru,heavy metal,seen live,solo,Awesome,guitar,Gothic Metal,melodic speed metal,fantasy metal,perfect,japanese artist,Testament,gothic lolita,Solo Project,exodus,great guitarist,Nakoruru,Sequence Records,not visual kei,Neoclassic Power Metal,yasmine you,jasmine you
GOLLBETTY		Group	JP	ska,ska punk,japanese,J-Ska,female vocalists,punk,J-ska punk,rock,punk rock,female vocals,J-rock,j-pop,skapunnnnk,pop,favorites,easy listening,Asian,japan,japanese rock,female vocalist,ska-punk,Favourite Songs,J-Punk,Japanese music,Japanese Ska,Ska Rock,J-music,Jmusic,asian music,J-Music Artists,Japanese bands,j ska,ska japa,pop punk,female fronted,jrock,skacore,hott,happy dance,summer feerings,btlmt-ee8f37c0-8cdc-11dd-ad8b-0800200c9a66,female j-ska
Ikon	Male	Person	GB	Gothic Rock,darkwave,Gothic,goth,goth rock,post-punk,australian,rock,Kpop,k-pop,electronic,seen live,downtempo,lounge,Korean,electronica,australia,old school goth,chillout,synthpop,dark,gothrock,old school gothic rock,Ikon,jazz,Drum and bass,dark wave,pop,UK,funk,House,soul,acoustic,new wave,Drum n Bass,dnb,indie,industrial,easy listening,melbourne,groovy,neofolk,jecks,she wants revenge,YG,Hip-Hop,trip-hop,hip hop,alternative,alternative rock,rap,funky,jungle,triphop,k-hiphop,male vocalists,dark folk,wave,Joy Division,Korea,2015,boy band,Korean Pop,gothic-rock,multiple artists with the same name,yg family
Ashlee Simpson	Female	Person	US	pop,female vocalists,pop rock,rock,Ashlee Simpson,dance,american,female,Officially Shit,electronic,female vocalist,Guilty Pleasures,alternative rock,alternative,seen live,teen pop,failed at life,guilty pleasure,00s,Pop-Rock,Crap,punk,emo,singer-songwriter,swell hooters,sexy,shit,pop punk,all things annoying in the world put together into one stupid bitch,Love,the worst thing ever to happen to music,ashlee,stole my boyfriend,dances funny,indie,favorites,texas,punk rock,fun,amazing,USA,catchy,hot,music,Brutal Death Metal,top 40,poprock,Female Artist,indie pop
Stella Quintet				
Lizz				Hip-Hop,cute,cover,soft,sweet,vocaloid,utaite,lizz,Latin Urban,youtaite,Ami Futami,Nucl3arW3ss3l,chlie
Madonna	Female	Person	US	pop,dance,female vocalists,80s,electronic,Madonna,seen live,90s,american,female,rock,queen of pop,Disco,female vocalist,legend,diva,00s,singer-songwriter,electronica,sexy,dance-pop,Queen,alternative,icon,USA,dance pop,electropop,pop rock,gay,female vocals,Love,rnb,club,Ballad
Frank Ocean	Male	Person		rnb,soul,Hip-Hop,r&b,ofwgkta,Neo-Soul,seen live,alternative rnb,hip hop,american,male vocalists,pop,contemporary r&b,swag,Frank Ocean,singer-songwriter,Neo Soul,rap,California,alternative hip-hop,contemporary rnb,indie,alternative,electronic,New Orleans,rhythm and blues,odd future,prog-rnb,queer,10s,r'n'b,USA,funk,bluegrass,slow jams,louisiana,pbrnb,experimental,underground hip-hop,indie rnb,fucking swag,electronica,electropop,gay,2010s,All,rhythm & blues,tyler the creator
DAISHI DANCE		Person	JP	House,electronic,japanese,lounge,electronica,club,dance,dj,nu jazz,piano,j-pop,instrumental,techno,Asian,Progressive House,shibuya - kei,Disco,chillout,indie,pop,80s,alternative,indie pop,female vocalists,electro,new age,electro house,Retro,JPop,future jazz,japan,dramatic,crossover,jazzy,Soulful house,Favorite,FUCKING AWESOME,jp,VALERIE,Myjukebox,jazz house,nu disco,dreamwave,Piano house,Better than ayumi and koda put together,J-music,japanese house,asian music,j-electronic,Asian Pop,sapporo,Soft electro,house crossover,heal,DAISHI,jaapan,urban house,house japanese,uhn tiss uhn tiss,project green
T.M.Revolution	Male	Person	JP	j-pop,japanese,J-rock,anime,JPop,jrock,pop,rock,male vocalists,Japanese music,visual kei,electronic,techno,japan,dance,DA family,T.M.revolution,gundam seed,Takanori Nishikawa,Soundtrack,trance,seen live,pop rock,Japanese pop,power pop,male vocalist,soul eater,industrial,japanese rock,tmr,favorites,Asian,Daisuke Asakura,Rurouni Kenshin,gundam,TM Revolution,metal,electronica,sexy,upbeat,synthpop,jtechno,J-music,T.M. Revolution,alternative,video game music,valkyriex powerr,anime OSTs,J-awesome,t m revolution,valkyriex power,takanori,cronowish power,valkyriex loves,Scryed Edward Tracks Power,suavesfabio power,valkyriex love
에이오에이				
Acid Black Cherry		Group	JP	J-rock,japanese,visual kei,rock,jrock,male vocalists,alternative,hard rock,acid black cherry,metal,j-pop,japanese rock,Janne Da Arc,Yasu,alternative rock,industrial,japan,abc,Japanese music,eroguro kei,solo,Asian,visual,J-Metal,valkyriex powerr,valkyreiex power,absolute love,unforgettable songs from when i was a teenager,haruka,harukaex,harukaex s2i,valkyriex power,HarukaEX S2,cronowish power,valkyriex loves,valkyeriex loves,Scryed Edward Tracks Power,suavesfabio power,valkyriex love,harukaexS2,valkyeriex power,electronic,seen live,Progressive rock,JPop,industrial rock,new,Favorite Artists,glam rock,00s,Favourite Songs,Japanese pop,just lovely,electronic metal,pretty cool,Black Cherry,v-rock,j-musik,Black list,aishitenai,jazz,pop,pop rock,Love,Power ballad,Gothic,singer,swing,2007,video,collaboration,Pop-Rock,active,male vocals,collaborations,<3,fucking amazing,jp,Hyde,Eros,delicious,VK,major,rockrock,goodmoodmusic,jda,one of my favourites,so zorry,best of japan,gotta check these out,JMetalandRock,five for magazine,asasada,2007-,fav vocal,one of my favourite vocalists,Soft Visual Kei,bit stupid,dragon carnival,janne da arc and connections
Izumi Makura				
Rammstein		Group	DE	industrial metal,metal,industrial,german,rock,seen live,hard rock,heavy metal,Rammstein,neue deutsche härte,industrial rock,deutsch,tanz metal,alternative,Neue Deutsche Haerte,electronic,germany,NDH,dance metal,alternative metal,German metal,tanz-metall,Nu Metal,alternative rock,90s,Gothic Metal,german rock,male vocalists,Tanzmetal
ハルカトミユキ		Group	JP	japanese,female vocalists,j-pop,JPop,duo,indie,Asian,Indie-Rock,girl band,girlband,asian music,Asian Pop,j-folk,pop,rock,folk,pop rock,soft rock,shoegaze,psychedelic,japan,folk rock,band,female vocalist,folk pop,J-rock,alt rock,next,my girls,tjek,japanese girl duos
The Chemical Brothers		Group	GB	electronic,dance,big beat,electronica,techno,seen live,trip-hop,british,alternative,electro,breakbeat,House,The Chemical Brothers,rock,UK,trance,90s,chillout,indie,experimental,chemical brothers,psychedelic,club,trip hop,ambient,pop,breaks
玉置成実	Female	Person	JP	j-pop,japanese,female vocalists,JPop,anime,pop,dance,Nami Tamaki,Japanese music,female vocalist,J-rock,female,Asian,Japanese pop,electronic,Tamaki Nami,japan,rock,sexy,Soundtrack,jrock,trance,electronica,gundam seed,favorites,Love,eurobeat,J-trance,valkyriex powerr,Asian Pop,unforgettable songs from when i was a teenager,valkyriex power,HarukaEX S2,cronowish power,valkyriex loves,Scryed Edward Tracks Power,suavesfabio power,valkyriex love
The Cliks		Group	CA	indie rock,Canadian,indie,rock,female vocalists,male vocalists,male vocalist,queer,seen live,alternative,transgender,canada,female,alternative rock,female vocalist,androgynous,00s,lesbian,gay,toronto,gay gay gay,male,indie pop,pop rock,queercore,female vocal,<3,canadians,lgbt,Vagina rock,queer friendly,TransRock,Lesbian Adoration,not female vocalist,FTM,Lucas is a fucking guy,all girls are hot tara,Soundtrack,sexy,post-rock,favorites,Love,blues,beautiful,bass,male vocal,covers,new,amazing,feminist,I like,glam,female vocals,chicks,soulful,check later,riot grrrl,vocalist,The L Word,girl power,ontario,female fronted,seen in concert,Faves,complicated,gender,family,sxsw 2007,sxsw 2008,No Doubt,sxsw 2009,2014,international,Peppy,better than radiohead,check this out,All,punk pop,trans,Canadian rock,chick rock,Brilliance,in your face,female fronted rock,Oh Canada,Get To Know,female guitarists,all-female band,nuevo,valkyriex powerr,cadmium candy,valkyreiex power,fem,TG,cadmium,l word,Canuck,revolution hall,unforgettable songs from when i was a teenager,Need to get
David Archuleta	Male	Person	US	pop,American Idol,male vocalists,David Archuleta,cute,american,pop rock,seen live,rnb,2008 American Idol Winner,great voice,00s,david,male,sexy,male vocalist,teen pop,amazing,Favorite,<3,idol,Archie,Love,easy listening,r&b,gay,guilty pleasure,Ballad,crush,should have been American Idol,singer-songwriter,hot,best,talented,guys I would fuck,camryn,vocal,acoustic,Disney,english,sweet,adorable,teen,Miley Cyrus,justin bieber,cute as hell,Archuleta,Favorite Artists,overrated,idols,met,All,mormon,marry me,young singer,to the heart,gotta have in my bed,angel boy
吳莫愁	Female	Person	CN	urban,chinese,1992,the voice
蕭亞軒	Female	Person	TW	chinese,C-pop,pop,taiwan,female vocalists,mandarin,taiwanese,dance,Elva,cpop,mandopop,female,elva hsiao,Asian,female vocalist,Chinese Music,electronic,China,Asian Pop,Hip-Hop,seen live,dancehall,female vocal,Favorite,Female Voices,All,My List,asian music,mando pop,shao yaxuan,heavy metal,rock,japanese,alternative,reggae,singer-songwriter,C,pop rock,Queen,dance-pop,JPop,beauty,pretty,rnb,dance pop,00s,Ballad,symphonic metal,Pop-Rock,j-pop,music,Faves,asia,nsbm,bilingual,Chinese Pop,M-pop,idol,Gay Icon,national socialist black metal,listen later,on repeat,Eva,FLOP,to try,APOP,pop ballads,taiwanese artists,tw,mis favoritos,CN,queued,lolene,wearing a cross,all albums processed,pop encore,supposedly fluent in English,ysabols chinese c pop,godness of china,queen of c-pop
Lady Gaga	Female	Person	US	pop,dance,electronic,female vocalists,female vocalist,Lady Gaga,electropop,seen live,american,gaga,singer-songwriter,sexy,diva,glam,00s,dance-pop,electronica,legend,synthpop,dance pop,electro,guilty pleasure,rock,Disco,female,party,poker face,hot,mother monster,USA,new york,club,gay,queen of pop,Queen,amazing,<3,bitch,Love,LADY,techno,alternative,monster,rnb,catchy,beautiful,icon
MO'SOME TONEBENDER		Group		japanese,J-rock,rock,alternative,Grunge,J-Indie,alternative rock,jrock,Garage Rock,japanese rock,indie,punk,indie rock,post-punk,seen live,noise,noise rock,Japanese music,hard rock,dance,Love,japan,garage,male vocalists,Rock 'n' Roll,post-grunge,j-pop,Japanese Indie,shout,japanese alternative,recommended to me,japanese alternative rock,J-awesome,fujirock2006,insanityplus100,MOSOME TONEBENDER,j-mix,red guitar,Asian Indie,BEAT BLEACH,listen it later
Ashe		Group	US	Gothic,metal,electronic,darkwave,male vocalists,Ballad,trip-hop,pop,emo,female vocalists,rnb,favourite artists,All,utaite
Shirley Bassey	Female	Person		jazz,female vocalists,soul,oldies,pop,james bond,Soundtrack,60s,british,shirley bassey,70s,vocal,lounge,welsh,vocal jazz,diva,UK,easy listening,female vocalist,seen live,female,jazz vocal,007,blues,Smooth Jazz,wales,electronic,romantic,80s,classic rock,classic,Traditional Pop,swing,50s,Glastonbury 2007,trip-hop,singer-songwriter,adult contemporary,ost,rnb,female vocals,Female Voices,female singers,show tunes,divas,old stars
Stars				indie,indie pop,Canadian,seen live,indie rock,alternative,pop,rock,female vocalists,canada,electronic,Stars,arts and crafts,Mellow,montreal,favorites,alternative rock,chamber pop,canadian indie,Love,dream pop,beautiful,electronica,twee,female vocalist,chill,emo,toronto,00s,chillout,post-rock,Favorite,experimental,indie electronic,singer-songwriter,Awesome,baroque pop,folk,indietronica,Oh Canada
The Raconteurs		Group	US	rock,alternative rock,alternative,indie rock,indie,seen live,Garage Rock,jack white,blues rock,american,blues,garage,00s,the raconteurs,garage rock revival,hard rock,USA,detroit,classic rock,folk rock,Supergroup,Retro,folk,blues-rock,brendan benson,white stripes,male vocalists
We Are the Fallen		Group	US	alternative rock,female vocalists,rock,Gothic,alternative,Gothic Rock,Gothic Metal,alternative metal,american,Female fronted metal,hard rock,metal,female vocalist,symphonic metal,seen live,Ben Moody,female vocals,00s,female vocal,we are the fallen,Evanescence Copy-Cat,Evanescence,American Idol,USA,Symphonic Rock,melodic,band,female fronted rock,pop rock,post-grunge,United States,dark rock,All
Fugees		Group	US	Hip-Hop,rap,soul,hip hop,rnb,reggae,90s,fugees,female vocalists,american,pop,seen live,hiphop,alternative,r&b,alternative rap,lauryn hill,r and b,east coast rap,urban,wyclef jean,new jersey,rhythm and blues,Black,USA,Neo Soul,electronic,underground hip-hop,Neo-Soul,Conscious Hip Hop,indie,funk,rock,the fugees,jazz,new york,smooth,old school,male vocalists,r'n'b
Neon Bunny	Female	Person	KR	Korean,indie pop,electronic,indie,pop,female vocalists,k-indie,korean indie,Asian,k-pop,neon bunny,electronica,electropop,dream pop,Pop-Rock,5 Stars,10s,south korea,spotify,korean female vocalists,seoul ligh
